,external_author_id,author,content,region,language,publish_date,harvested_date,following,followers,updates,post_type,account_type,retweet,account_category,new_june_2018,alt_external_id,tweet_id,article_url,tco1_step1,tco2_step1,tco3_step1
1739,1701955429,ZZZACHARYZZZ,The stage is set for 2016. https://t.co/h1CagwSDjf,United States,English,1/3/2016 23:05,1/3/2016 23:06,474,155,485,RETWEET,Left,1,LeftTroll,0,1701955429,683786394221674496,http://twitter.com/ZzzacharyZzz/statuses/683786394221674496,https://twitter.com/Eagles/status/683778751210106880/photo/1,,
1740,1701955429,ZZZACHARYZZZ,GOOFY ASS @MartinShkreli !  SMH @IamAkademiks,United States,English,1/3/2017 10:03,1/3/2017 10:03,813,918,3181,RETWEET,Left,1,LeftTroll,0,1701955429,816223413283016704,http://twitter.com/1701955429/statuses/816223413283016704,,,
1741,1701955429,ZZZACHARYZZZ,#turnyaear2this: 01 - Black History (Prod By DJ Premier) (DatPiff Exclusive) by @NewMusicRevo https://t.co/t1fX0GLqgo on #SoundCloud,United States,English,1/3/2017 12:05,1/3/2017 12:05,813,919,3184,RETWEET,Left,1,LeftTroll,0,1701955429,816254123901415424,http://twitter.com/1701955429/statuses/816254123901415424,https://soundcloud.com/newmusicrevolution/01-black-history-prod-by-dj-premier-datpiff-exclusive,,
1742,1701955429,ZZZACHARYZZZ,#2K17 https://t.co/f5tb5VcUrA,United States,English,1/3/2017 12:05,1/3/2017 12:05,813,919,3183,RETWEET,Left,1,LeftTroll,0,1701955429,816254105429639168,http://twitter.com/1701955429/statuses/816254105429639168,https://www.instagram.com/p/BOzSieGDd9g/,,
1743,1701955429,ZZZACHARYZZZ,Salute @FrankieFaded @cliquevodka Follow them!,United States,English,1/3/2017 14:07,1/3/2017 14:08,813,919,3186,RETWEET,Left,1,LeftTroll,0,1701955429,816284821181894657,http://twitter.com/1701955429/statuses/816284821181894657,,,
1744,1701955429,ZZZACHARYZZZ,Naomie Harris Honored By Queen Elizabeth https://t.co/FJvt5AEKob https://t.co/27HeKGoa6X,United States,English,1/3/2017 16:09,1/3/2017 16:09,813,919,3188,RETWEET,Left,1,LeftTroll,0,1701955429,816315566713634817,http://twitter.com/1701955429/statuses/816315566713634817,https://twitter.com/BlackAmericaWeb/status/816313949608087553/photo/1,http://bit.ly/2iLjpTX,
1745,1701955429,ZZZACHARYZZZ,Mixtape: Tory Lanez – The New Toronto 2 / Chixtape 4 https://t.co/Onuxp9PvUk,United States,English,1/3/2017 18:11,1/3/2017 18:11,813,919,3190,RETWEET,Left,1,LeftTroll,0,1701955429,816346245279186944,http://twitter.com/1701955429/statuses/816346245279186944,http://fb.me/7yzE8wM42,,
1746,1701955429,ZZZACHARYZZZ,Share and support of you can. We are all in this thing together. https://t.co/B6D6tACRjA,United States,English,1/3/2017 18:11,1/3/2017 18:11,813,919,3189,RETWEET,Left,1,LeftTroll,0,1701955429,816346224618041344,http://twitter.com/1701955429/statuses/816346224618041344,http://fb.me/1FFlzfWTU,,
1747,1701955429,ZZZACHARYZZZ,"At the end of this month, @Migos will release its new album, #Culture: https://t.co/OECdu702u4 https://t.co/PnDqtAjz1U",United States,English,1/3/2017 20:12,1/3/2017 20:12,813,919,3192,RETWEET,Left,1,LeftTroll,0,1701955429,816376755384713217,http://twitter.com/1701955429/statuses/816376755384713217,https://twitter.com/2DopeBoyz/status/816375139302510593/photo/1,http://2dope.bz/2ivADah,
1748,1701955429,ZZZACHARYZZZ,Thanks @BigHeff @IconFlow215 for being top engaged community members this week :) &gt;&gt; Want this �? https://t.co/jldJ2qm5cO,United States,English,1/3/2017 20:12,1/3/2017 20:12,813,919,3191,RETWEET,Left,1,LeftTroll,0,1701955429,816376735612551168,http://twitter.com/1701955429/statuses/816376735612551168,https://commun.it/get-more-followers/?aid=thankyou112,,
1749,1701955429,ZZZACHARYZZZ,"#MerchAlert Connect @iPromoNetwork Marketing,Branding,Promotion https://t.co/zqEK8OcRZT c/o @futureguru100 *1KN https://t.co/OXV15ubAxf",United States,English,1/3/2017 22:13,1/3/2017 22:13,813,919,3193,RETWEET,Left,1,LeftTroll,0,1701955429,816407121604526081,http://twitter.com/1701955429/statuses/816407121604526081,https://twitter.com/PhenomRadio/status/809563504575389696/photo/1,http://www.ipromostore.com/,
1750,1701955429,ZZZACHARYZZZ,Black parents take their kids to school on how to deal with police - Washington Post https://t.co/5xgHfG59h8 #hoodienocrime,United States,English,1/3/2017 22:13,1/3/2017 22:13,813,919,3194,RETWEET,Left,1,LeftTroll,0,1701955429,816407144484442112,http://twitter.com/1701955429/statuses/816407144484442112,http://bit.ly/2i7GzDq,,
1751,1701955429,ZZZACHARYZZZ,WANT TO BOOK A LIVE INTERVIEW or NEED � PROMOTIONS you can contact us at 786.431.1979 or Email us @Dagr8fm@gmail.com https://t.co/LjLHcGQL04,United States,English,1/3/2017 3:56,1/3/2017 3:56,813,918,3176,RETWEET,Left,1,LeftTroll,0,1701955429,816131069498052608,http://twitter.com/1701955429/statuses/816131069498052608,https://twitter.com/dagr8fm/status/816129511221854208/photo/1,,
1752,1701955429,ZZZACHARYZZZ,NEW SINGLE FROM LONDYN BLUE FIND OUT FEATURING @JSuaveMusic PRODUCED BY @DJHIVOLUME #SOUNDCLOUD #YOUTUBE https://t.co/tVUJMnNyd6,United States,English,1/3/2017 5:59,1/3/2017 5:59,813,918,3176,RETWEET,Left,1,LeftTroll,0,1701955429,816161991303790593,http://twitter.com/1701955429/statuses/816161991303790593,https://twitter.com/Londyn_Blue/status/816123701083119616/photo/1,,
1753,1701955429,ZZZACHARYZZZ,#Artists Perform at #Coast2Coast LIVE #Seattle Edition 1/14/17 for @DJJAYFIELDS @CoolNutz + @DJFatBoy Submit: https://t.co/aSZ4MZh7Yr,United States,English,1/3/2017 5:59,1/3/2017 5:59,813,918,3178,RETWEET,Left,1,LeftTroll,0,1701955429,816162030277234688,http://twitter.com/1701955429/statuses/816162030277234688,http://c2c.fm/w4GHq,,
1754,1701955429,ZZZACHARYZZZ,"With No Warning, House Republicans Vote to Hobble Independent Ethics Office https://t.co/9n7TcRThcR",United States,English,1/3/2017 8:02,1/3/2017 8:02,813,918,3179,RETWEET,Left,1,LeftTroll,0,1701955429,816192964041048064,http://twitter.com/1701955429/statuses/816192964041048064,http://nyti.ms/2hJ27Fu,,
1755,1701955429,ZZZACHARYZZZ,#Listen2 Balla Blockin by @BIRDMAN5STAR Get app� https://t.co/iChLzWqg0Y,United States,English,1/30/2017 11:31,1/30/2017 11:31,813,930,3776,RETWEET,Left,1,LeftTroll,0,1701955429,826030017637400576,http://twitter.com/1701955429/statuses/826030017637400576,http://www.theunder.us,,
1756,1701955429,ZZZACHARYZZZ,"""How 'they' make it where you afraid ta fuck?/ They gave us drugs, then turned around and investigated 'us'"" #WatchMe",United States,English,1/30/2017 11:31,1/30/2017 11:31,813,930,3777,RETWEET,Left,1,LeftTroll,0,1701955429,826030037476454400,http://twitter.com/1701955429/statuses/826030037476454400,,,
1757,1701955429,ZZZACHARYZZZ,Now Playing: Plane Jaymes ft. Blac Youngsta - Time Flies -&gt; https://t.co/eMX9JgTv3v,United States,English,1/30/2017 13:36,1/30/2017 13:36,813,930,3779,RETWEET,Left,1,LeftTroll,0,1701955429,826061516935946241,http://twitter.com/1701955429/statuses/826061516935946241,http://1063.mobi,,
1758,1701955429,ZZZACHARYZZZ,Love��� https://t.co/jH5aMjDU1Q,United States,English,1/30/2017 15:38,1/30/2017 15:39,813,930,3780,RETWEET,Left,1,LeftTroll,0,1701955429,826092244876804098,http://twitter.com/1701955429/statuses/826092244876804098,https://twitter.com/TatsOnFIeek/status/826089898587340800/photo/1,,
1759,1701955429,ZZZACHARYZZZ,"Mischa Barton, Rambling, Incoherent ... She Says After Being Drugged \| TMZ https://t.co/qsqMTj7a3M #youtube",United States,English,1/30/2017 15:38,1/30/2017 15:38,813,930,3781,RETWEET,Left,1,LeftTroll,0,1701955429,826092263826653189,http://twitter.com/1701955429/statuses/826092263826653189,https://goo.gl/fb/H1tQLO,,
1760,1701955429,ZZZACHARYZZZ,Now Playing: Drake - Wanna Know Ft. Dave -&gt; https://t.co/eMX9JgTv3v,United States,English,1/30/2017 17:39,1/30/2017 17:39,813,930,3783,RETWEET,Left,1,LeftTroll,0,1701955429,826122656592363520,http://twitter.com/1701955429/statuses/826122656592363520,http://1063.mobi,,
1761,1701955429,ZZZACHARYZZZ,"#NowPlaying: ""Lights Out"" D.V. alias Khryst feat. Redman #GENERALDV https://t.co/7B3jdgwfdK",United States,English,1/30/2017 17:39,1/30/2017 17:39,813,930,3782,RETWEET,Left,1,LeftTroll,0,1701955429,826122636753326080,http://twitter.com/1701955429/statuses/826122636753326080,http://bit.ly/29vw2Ce,,
1762,1701955429,ZZZACHARYZZZ,Now Playing: Kenny Klutch the MC (@kennyklutch) - Boss Lady -&gt; https://t.co/eMX9JgTv3v,United States,English,1/30/2017 19:42,1/30/2017 19:42,813,931,3784,RETWEET,Left,1,LeftTroll,0,1701955429,826153609658245121,http://twitter.com/1701955429/statuses/826153609658245121,http://1063.mobi,,
1763,1701955429,ZZZACHARYZZZ,Asian American Legal Defense &amp; Education Fund https://t.co/r7kyzl4uWI https://t.co/sS8EAaKFMM,United States,English,1/30/2017 1:19,1/30/2017 1:27,813,927,3764,RETWEET,Left,1,LeftTroll,0,1701955429,825876012395163648,http://twitter.com/1701955429/statuses/825876012395163648,https://twitter.com/dcurtis/status/825841102964002816,http://www.aaldef.org,
1764,1701955429,ZZZACHARYZZZ,7 Days Without Prayer Makes 1 Weak!!!!!!!!!,United States,English,1/30/2017 1:19,1/30/2017 1:27,813,927,3765,RETWEET,Left,1,LeftTroll,0,1701955429,825876032485998593,http://twitter.com/1701955429/statuses/825876032485998593,,,
1765,1701955429,ZZZACHARYZZZ,strings https://t.co/Dabgcwpbir,United States,English,1/30/2017 23:44,1/30/2017 23:44,814,931,3785,RETWEET,Left,1,LeftTroll,0,1701955429,826214521610051584,http://twitter.com/1701955429/statuses/826214521610051584,https://twitter.com/tumblrarts/status/826175423474188288/photo/1,,
1766,1701955429,ZZZACHARYZZZ,It's been interesting to see how protesting is now being re-framed as a sign of true patriotism. This has been a long two years.,United States,English,1/30/2017 23:44,1/30/2017 23:44,814,931,3786,RETWEET,Left,1,LeftTroll,0,1701955429,826214540387971072,http://twitter.com/1701955429/statuses/826214540387971072,,,
1767,1701955429,ZZZACHARYZZZ,.@chrisbrown is putting his foot down  Get the deets: https://t.co/eWxK5NCX9W,United States,English,1/30/2017 3:20,1/30/2017 4:00,813,928,3767,RETWEET,Left,1,LeftTroll,0,1701955429,825906481132400645,http://twitter.com/1701955429/statuses/825906481132400645,http://www.hotnewhiphop.com/chris-brown-wont-let-his-friends-drive-his-cars-anymore-after-crash-news.28142.html,,
1768,1701955429,ZZZACHARYZZZ,Tune in to @K2SportsShow  w/ Ken &amp; Korey every Saturdays from 8am-10am EST. on @dagr8fm &amp; k2sportsshow@gmail.com https://t.co/3cSrvGWDRp,United States,English,1/30/2017 5:21,1/30/2017 5:21,813,928,3768,RETWEET,Left,1,LeftTroll,0,1701955429,825936920224083968,http://twitter.com/1701955429/statuses/825936920224083968,https://twitter.com/dagr8fm/status/825935543699660802/photo/1,,
1769,1701955429,ZZZACHARYZZZ,"Can't be stressing over things you you can't control. Keep good vibes &amp; good company.Stay focus, don't lose your balance and let god work.",United States,English,1/30/2017 5:22,1/30/2017 5:22,813,928,3769,RETWEET,Left,1,LeftTroll,0,1701955429,825937163212709888,http://twitter.com/1701955429/statuses/825937163212709888,,,
1770,1701955429,ZZZACHARYZZZ,Does winter have you feeling down? Let @Sen_Sations brighten your spirits. Make your next event SenSational! https://t.co/fb1wBaNLuD https://t.co/c3vJjYTZcy,United States,English,1/30/2017 7:24,1/30/2017 7:24,813,928,3770,RETWEET,Left,1,LeftTroll,0,1701955429,825967920996089858,http://twitter.com/1701955429/statuses/825967920996089858,https://twitter.com/SocialinAlex/status/825966185867046912/photo/1,http://dld.bz/fdjHU,
1771,1701955429,ZZZACHARYZZZ,African-American Chefs Hall of Fame leaping from digital to Savannah storefront https://t.co/FAH6PbozYE via @postandcourier https://t.co/qo3kZJgNEt,United States,English,1/30/2017 7:24,1/30/2017 7:24,813,928,3771,RETWEET,Left,1,LeftTroll,0,1701955429,825967939719426048,http://twitter.com/1701955429/statuses/825967939719426048,https://twitter.com/soulphoodie/status/825966278787612672/photo/1,http://bit.ly/2jqIQdy,
1772,1701955429,ZZZACHARYZZZ,All it took was to remove Facebook and I feel at peace. I'm slowly gaining peace thanks to the gym but ... https://t.co/gWLqJ2JnV2,United States,English,1/30/2017 9:27,1/30/2017 9:27,813,928,3772,RETWEET,Left,1,LeftTroll,0,1701955429,825998795834023936,http://twitter.com/1701955429/statuses/825998795834023936,http://tmi.me/1fhxHP,,
1773,1701955429,ZZZACHARYZZZ,"#RAPStationRadio #NowPlaying ""On the Block"" Aim &amp; Qnc  https://t.co/a1P9M3nB7K",United States,English,1/30/2017 9:27,1/30/2017 9:27,813,928,3773,RETWEET,Left,1,LeftTroll,0,1701955429,825998814574215169,http://twitter.com/1701955429/statuses/825998814574215169,http://bit.ly/2fJb6K3,,
1774,1701955429,ZZZACHARYZZZ,[Mixtape] @RBKidd - The Purge :: #GetItLIVE! https://t.co/2wYTAWOmSK @IndyTapes @DJSuspence @CEODJASAP,United States,English,1/30/2017 9:28,1/30/2017 9:28,813,928,3775,RETWEET,Left,1,LeftTroll,0,1701955429,825999188559290368,http://twitter.com/1701955429/statuses/825999188559290368,http://livemixtap.es/wqo,,
1775,1701955429,ZZZACHARYZZZ,Now Playing: Lloyd Banks - Remain Calm -&gt; https://t.co/eMX9JgTv3v,United States,English,1/30/2017 9:28,1/30/2017 9:28,813,928,3774,RETWEET,Left,1,LeftTroll,0,1701955429,825999169554935808,http://twitter.com/1701955429/statuses/825999169554935808,http://1063.mobi,,
1776,1701955429,ZZZACHARYZZZ,My interview from this morning with Steve Hood of 910AM in Detroit about our new film Gentrified.  https://t.co/vj2x2NPfTd,United States,English,1/31/2017 16:02,1/31/2017 16:02,814,933,3797,RETWEET,Left,1,LeftTroll,0,1701955429,826460611072626688,http://twitter.com/1701955429/statuses/826460611072626688,https://www.youtube.com/watch?v=-PgqitqpN3s,,
